date,price
2024-12-10,0.059106255542558335
2024-12-11,0.05641637692107256
2024-12-12,0.05399071920771682
2024-12-13,0.05502639309689076
2024-12-14,0.055209513105875206
2024-12-15,0.058235511048455604
2024-12-16,0.056983909625038645
2024-12-17,0.05718113245393649
2024-12-18,0.05126566478673148
2024-12-19,0.04974108266423845
2024-12-20,0.04656596099138585
2024-12-21,0.045970533517375775
2024-12-22,0.045182823112996165
2024-12-23,0.04403643188863676
2024-12-24,0.044340401594822325
2024-12-25,0.04414452487332833
2024-12-26,0.0457952481035872
2024-12-27,0.04270166835777434
2024-12-28,0.042580585943960136
2024-12-29,0.04284066423202548
2024-12-30,0.044412221553676245
2024-12-31,0.04237529280665252
2025-01-01,0.0423810560892392
2025-01-02,0.041255709624686804
2025-01-03,0.04269458982748972
